no_of_locations,no_of_conditions,enrollment,no_of_arms,no_of_drug_interventions,no_of_behavioral_interventions,no_of_procedural_interventions,no_of_biological_interventions,no_of_device_interventions,no_of_dietary_interventions,no_of_other_interventions,adverseEventDataAvailable,no_of_combination_product_interventions,no_of_diagnostic_test_interventions,no_of_genetic_interventions,no_of_radiation_interventions,min_age,max_age,total_dropout_rate,no_of_primary_outcomes,no_of_secondary_outcomes,has_result,phase_MISSING,phase_PHASE1,phase_PHASE2,phase_PHASE3,phase_PHASE4,sponsor_FED,sponsor_INDIV,sponsor_INDUSTRY,sponsor_NIH,sponsor_OTHER,sponsor_OTHER_GOV,allocation_encoded,intervention_model_CROSSOVER,intervention_model_FACTORIAL,intervention_model_PARALLEL,intervention_model_SEQUENTIAL,intervention_model_SINGLE_GROUP,masking_DOUBLE,masking_NONE,masking_QUADRUPLE,masking_TRIPLE,male,female,trail_length
18,1,478,2,3,0,0,0,0,0,0,1,0,0,0,0,18,75,8,2,12,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1270
1,1,287,2,0,0,0,0,0,0,1,1,0,0,0,0,21,69,0,2,17,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1029
4,1,70,6,4,0,0,0,0,0,0,1,0,0,0,0,30,64,14,15,8,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1167
1,1,40,2,2,0,0,0,0,0,0,1,0,0,0,0,20,80,15,1,3,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,2895
1,1,18,2,2,0,0,0,0,0,0,1,0,0,0,0,21,65,0,1,6,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2861
142,1,1452,3,3,0,0,0,0,0,0,1,0,0,0,0,18,80,32,1,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,2652
1,1,26,3,1,0,0,0,0,0,0,1,0,0,0,0,18,70,23,4,4,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1325
1,1,32,3,0,0,0,0,0,0,2,1,0,0,0,0,18,65,28,1,6,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,2451
16,1,859,2,4,0,0,0,1,0,0,1,0,0,0,0,18,69,30,1,11,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,3025
29,1,131,4,4,0,0,0,0,0,0,1,0,0,0,0,18,70,26,1,39,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1117
148,1,1504,4,7,0,0,0,0,0,0,1,0,0,0,0,18,69,9,1,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1408
15,1,496,2,4,0,0,0,1,0,0,1,0,0,0,0,18,69,34,1,8,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,3017
150,1,484,2,4,0,0,0,1,0,0,1,0,0,0,0,18,69,28,1,7,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2936
67,1,394,6,6,0,0,0,0,0,0,1,0,0,0,0,18,75,7,1,10,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,4365
67,1,152,2,2,0,0,0,0,0,0,1,0,0,0,0,10,17,17,1,11,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,2264
1,1,273,3,4,0,0,0,0,0,0,1,0,0,0,0,18,75,7,1,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2877
82,1,701,2,2,0,0,0,0,0,0,1,0,0,0,0,18,80,8,1,14,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2157
39,1,494,2,2,0,0,0,0,0,0,1,0,0,0,0,18,90,31,2,10,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,2957
137,1,571,7,3,0,0,0,0,0,0,1,0,0,0,0,25,69,17,1,4,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,954
120,1,547,3,3,0,0,0,0,0,0,1,0,0,0,0,18,80,0,1,2,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,3053
38,1,206,4,2,0,0,0,0,0,0,1,0,0,0,0,18,70,16,1,13,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,657
3,1,106,2,4,0,0,0,0,0,0,1,0,0,0,0,18,75,0,1,10,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1824
18,1,639,2,3,0,0,0,2,0,0,1,0,0,0,0,18,69,32,1,5,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,3038
16,1,112,1,3,0,0,0,0,0,0,1,0,0,0,0,35,71,2,1,6,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1286
4,1,311,2,4,0,0,0,1,0,0,1,0,0,0,0,19,69,11,1,8,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2709
1,1,28,2,2,0,0,0,0,0,0,1,0,0,0,0,65,90,0,1,4,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1476
68,1,499,3,6,0,0,0,0,0,0,1,0,0,0,0,18,69,8,2,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1327
47,2,635,2,1,0,0,0,0,0,0,1,0,0,0,0,20,69,0,1,60,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1106
78,1,1067,9,3,0,0,0,0,0,0,1,0,0,0,0,18,77,0,2,15,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2941
1,1,30,3,2,0,0,0,0,0,0,1,0,0,0,0,21,70,13,2,4,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2394
143,2,1012,2,2,0,0,0,0,0,0,1,0,0,0,0,18,69,5,1,53,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1577
135,1,1035,5,8,0,0,0,0,0,0,1,0,0,0,0,18,77,0,2,6,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,3531
184,1,756,2,4,0,0,0,0,0,0,1,0,0,0,0,18,69,39,1,6,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1677
91,2,557,2,2,0,0,0,0,0,0,1,0,0,0,0,18,69,8,1,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1900
1,2,39,2,2,0,0,0,0,0,0,1,0,0,0,0,18,70,16,1,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1410
70,1,323,2,3,0,0,0,0,0,0,1,0,0,0,0,18,69,4,1,13,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1869
1,1,8,2,2,0,0,0,0,0,0,1,0,0,0,0,18,64,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1209
79,1,461,2,6,0,0,0,0,0,0,1,0,0,0,0,18,120,0,1,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1302
76,1,469,3,4,0,0,0,0,0,0,1,0,0,0,0,18,80,0,1,6,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1168
27,1,403,2,2,0,0,0,0,0,0,1,0,0,0,0,18,69,9,1,6,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,836
27,1,374,3,3,0,0,0,0,0,0,1,0,0,0,0,20,74,4,1,9,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,3478
1,1,77,2,2,0,0,0,0,0,0,1,0,0,0,0,40,50,0,5,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,668
229,2,3183,2,2,0,0,0,0,0,0,1,0,0,0,0,50,69,0,1,17,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2330
1,1,8,2,0,0,0,0,0,2,0,1,0,0,0,0,40,70,0,2,2,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,3747
45,2,222,2,2,0,0,0,0,0,0,1,0,0,0,0,18,69,11,1,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,2124
16,1,680,4,3,0,0,0,1,0,0,1,0,0,0,0,18,69,25,1,16,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,3031
50,1,374,2,3,0,0,0,0,0,0,1,0,0,0,0,18,69,8,1,10,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1113
1,1,458,2,3,0,0,0,0,0,0,1,0,0,0,0,18,69,2,3,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,972
82,1,451,2,2,0,0,0,1,0,0,1,0,0,0,0,18,69,13,1,9,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1680
119,2,788,2,4,0,0,0,0,0,0,1,0,0,0,0,18,69,6,1,60,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1030
74,1,360,2,2,0,0,0,0,0,0,1,0,0,0,0,18,80,4,1,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1429
30,1,283,2,0,0,0,2,0,0,0,1,0,0,0,0,18,80,0,2,16,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2010
1,1,65,3,2,0,0,0,0,0,1,1,0,0,0,0,19,75,2,13,6,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2312
1,1,108,3,3,0,0,0,0,0,0,1,0,0,0,0,18,75,40,1,6,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,3248
3,1,103,2,2,0,0,0,0,0,0,1,0,0,0,0,18,75,5,1,14,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1012
1,1,92,2,0,1,0,0,0,0,0,1,0,0,0,0,18,69,10,2,4,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1289
1,1,51,1,0,1,0,0,0,0,0,1,0,0,0,0,18,69,0,1,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1430
154,1,1462,4,5,0,0,0,0,0,0,1,0,0,0,0,18,77,0,1,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,3551
1,1,42,2,2,0,0,0,0,0,0,1,0,0,0,0,40,70,0,2,5,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1874
83,1,344,3,5,0,0,0,0,0,0,1,0,0,0,0,18,80,0,1,7,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1182
1,1,512,3,0,3,0,0,0,0,0,1,0,0,0,0,18,69,2,3,3,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1616
1,1,36,2,2,0,0,0,0,0,0,1,0,0,0,0,25,75,0,1,4,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,2897
2,1,60,1,0,0,0,0,1,0,0,1,0,0,0,0,18,69,8,1,6,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,940
1,1,146,3,6,0,0,0,0,0,0,1,0,0,0,0,21,65,5,1,4,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,3235
1,1,121,2,0,1,0,0,0,0,0,1,0,0,0,0,50,69,28,2,5,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,664
133,1,565,3,6,0,0,0,0,0,0,1,0,0,0,0,18,77,36,1,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,3311
128,1,1284,4,4,0,0,0,0,0,0,1,0,0,0,0,18,80,0,1,13,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1211
4,1,86,2,0,1,0,0,0,0,1,1,0,0,0,0,18,75,0,2,19,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1294
1,1,47,2,0,1,0,0,0,0,0,1,0,0,0,0,21,65,6,1,18,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1076
6,1,41,1,1,0,0,0,0,0,0,1,0,0,0,0,21,65,5,3,6,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1812
1,1,29,2,0,0,0,0,0,0,1,1,0,0,0,0,18,69,3,1,3,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1734
1,1,291,3,5,0,0,0,0,0,0,1,0,0,0,0,18,69,3,3,6,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1451
138,1,857,6,6,0,0,0,0,0,0,1,0,0,0,0,18,80,13,1,17,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1843
1,1,69,1,0,0,0,0,0,0,1,1,0,0,0,0,21,69,10,3,9,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1598
2,1,25,2,1,0,0,0,0,0,0,1,0,0,0,0,21,69,0,1,4,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,2328
1,1,90,4,3,0,0,0,0,0,0,1,0,0,0,0,18,70,0,2,3,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,2401
27,1,344,2,2,0,0,0,0,0,0,1,0,0,0,0,30,74,22,1,10,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1297
46,1,494,2,2,0,0,0,0,0,0,1,0,0,0,0,18,75,28,1,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1929
88,2,420,2,2,0,0,0,0,0,0,1,0,0,0,0,18,69,3,1,32,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1550
100,1,1058,2,2,0,0,0,0,0,0,1,0,0,0,0,18,80,7,1,12,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2235
1,1,746,2,5,0,0,0,0,0,0,1,0,0,0,0,18,69,5,4,11,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1047
1,1,5570,4,6,0,0,0,0,0,0,1,0,0,0,0,18,75,0,1,6,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,2106
1,1,28,4,4,0,0,0,0,0,0,1,0,0,0,0,18,40,0,2,4,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1946
16,1,32,2,4,0,0,0,0,0,0,1,0,0,0,0,10,17,0,1,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2002
18,1,320,2,0,2,0,0,0,0,0,1,0,0,0,0,18,69,24,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,4551
45,2,272,2,2,0,0,0,0,0,0,1,0,0,0,0,18,69,14,1,7,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,2013
242,2,1864,4,3,0,0,0,0,0,0,1,0,0,0,0,18,69,6,1,42,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2435
6,1,160,2,2,0,0,0,0,0,0,1,0,0,0,0,18,69,4,1,9,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1047
5,1,100,5,8,0,0,0,0,0,0,1,0,0,0,0,20,70,3,3,27,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2033
162,1,1014,2,3,0,0,0,0,0,0,1,0,0,0,0,65,69,6,1,8,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1942
75,1,572,2,2,0,0,0,0,0,0,1,0,0,0,0,18,69,46,1,9,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1201
92,1,319,2,5,0,0,0,1,0,0,1,0,0,0,0,18,49,8,1,13,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2530
42,2,276,2,1,0,0,0,0,0,0,1,0,0,0,0,18,69,7,1,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,2081
40,1,650,2,4,0,0,0,0,0,0,1,0,0,0,0,18,120,10,1,5,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1162
14,1,129,5,5,0,0,0,0,0,0,1,0,0,0,0,18,75,9,1,5,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1152
1,1,240,6,3,0,0,0,0,0,0,1,0,0,0,0,18,65,12,1,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1420
211,1,1405,5,25,0,0,0,0,0,0,1,0,0,0,0,18,69,0,2,6,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1317
1,1,110,2,0,1,0,0,0,0,0,1,0,0,0,0,65,69,9,1,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1588
209,2,1201,4,2,0,0,0,0,0,0,1,0,0,0,0,18,69,6,1,27,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1366
10,1,196,2,2,0,0,0,0,0,0,1,0,0,0,0,18,75,27,1,11,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,3111
14,1,135,1,1,0,0,0,0,0,0,1,0,0,0,0,20,80,14,1,12,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,925
61,1,227,5,2,0,0,0,0,0,0,1,0,0,0,0,30,70,11,30,15,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,3219
62,1,261,2,2,0,0,0,0,0,0,1,0,0,0,0,30,69,14,1,18,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,3176
117,2,324,2,2,0,0,0,0,0,0,1,0,0,0,0,18,69,3,1,39,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1318
17,1,53,3,3,0,0,0,0,0,0,1,0,0,0,0,10,17,4,7,13,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1912
1,2,49,3,3,0,0,0,0,0,0,1,0,0,0,0,40,70,6,1,13,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,3271
229,2,1609,2,2,0,0,0,0,0,0,1,0,0,0,0,18,69,0,1,15,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1763
3,1,91,1,1,0,0,0,0,0,0,1,0,0,0,0,18,69,1,4,6,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1374
92,2,577,2,2,0,0,0,0,0,0,1,0,0,0,0,18,69,1,1,40,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,838
1,1,30,1,1,0,0,0,0,0,0,1,0,0,0,0,18,70,0,3,4,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,2498
40,1,229,1,1,0,0,0,0,0,0,1,0,0,0,0,18,80,30,1,6,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2214
13,1,161,3,1,0,0,0,0,0,0,1,0,0,0,0,18,75,37,1,5,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1902
1,1,25,2,1,0,0,0,0,0,0,1,0,0,0,0,18,65,12,5,4,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1797
17,1,515,2,3,0,0,0,0,0,0,1,0,0,0,0,35,70,14,1,9,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1454
31,1,388,2,3,0,0,0,0,0,0,1,0,0,0,0,20,69,5,1,17,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,2079
1,1,37,2,1,0,0,0,0,0,1,1,0,0,0,0,18,70,0,2,3,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,2551
32,2,263,2,2,0,0,0,0,0,0,1,0,0,0,0,18,69,6,1,6,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,715
1,3,28,2,0,0,0,0,0,0,2,1,0,0,0,0,35,70,0,1,4,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1119
1,1,186,2,0,2,0,0,0,0,0,1,0,0,0,0,18,99,13,4,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,2971
1,1,104,2,0,2,0,0,0,0,0,1,0,0,0,0,60,69,26,2,4,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2885
2,1,24,4,2,0,0,0,0,0,0,1,0,0,0,0,19,70,21,4,4,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1450
42,2,543,2,2,0,0,0,0,0,0,1,0,0,0,0,18,69,5,1,47,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1050
42,1,691,2,2,0,0,0,0,0,0,1,0,0,0,0,20,69,17,1,9,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,2111
150,2,706,13,3,0,0,0,0,0,0,1,0,0,0,0,18,69,6,1,3,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1520
232,1,2122,2,2,0,0,0,0,0,0,1,0,0,0,0,18,82,11,29,17,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,2134
56,1,876,5,8,0,0,0,0,0,0,1,0,0,0,0,18,80,9,3,10,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,904
4,2,61,2,2,0,0,0,0,0,0,1,0,0,0,0,18,70,7,18,9,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2161
29,1,522,2,0,0,0,0,2,0,0,1,0,0,0,0,25,69,25,1,7,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1930
52,1,278,2,2,0,0,0,0,0,0,1,0,0,0,0,18,79,13,1,10,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1593
1,1,26,4,4,0,0,0,0,0,0,1,0,0,0,0,18,65,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,2755
1,1,15,2,3,0,0,0,0,0,0,1,0,0,0,0,18,30,0,1,2,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,586
1,1,423,7,7,0,0,0,0,0,0,1,0,0,0,0,21,70,0,2,82,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,2054
1,1,40,2,2,0,0,0,0,0,0,1,0,0,0,0,18,75,0,2,4,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,4735
1,1,10,1,2,0,0,0,1,0,0,1,0,0,0,0,18,69,30,1,5,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1105
86,2,388,4,2,0,0,0,0,0,0,1,0,0,0,0,18,69,7,1,5,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1940
1,1,376,4,0,3,0,0,0,0,0,1,0,0,0,0,18,69,30,1,4,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1029
8,2,66,2,2,0,0,0,0,0,0,1,0,0,0,0,20,69,5,2,5,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,2864
71,1,302,5,5,0,0,0,0,0,0,1,0,0,0,0,21,75,21,1,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2830
1,1,653,2,4,0,0,0,0,0,0,1,0,0,0,0,18,79,19,1,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,2276
1,1,380,2,0,2,0,0,0,0,0,1,0,0,0,0,18,69,0,1,6,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1172
34,2,458,4,2,0,0,0,0,0,0,1,0,0,0,0,20,69,2,1,32,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1497
1,1,258,5,4,0,0,0,0,0,1,1,0,0,0,0,40,75,12,1,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1616
74,1,408,2,3,0,0,0,0,0,0,1,0,0,0,0,18,80,5,1,9,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,2041
6,2,46,2,1,0,0,0,0,0,0,1,0,0,0,0,18,69,4,1,6,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1329
1,1,211,4,4,0,0,0,0,0,0,1,0,0,0,0,30,65,9,2,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,3536
